Code,Name,AddressLineOne,InvoiceDate,SerialNo,Total,Age,Balance
CD0141_NSF,Ragama Pharmacy,"34 Tewatta Rd, , Ragama",31/08/2023 00:00,DSR30DSI008320,186309,9,186309
CD0052_NSF,Health  Glow Pharmacy,"223 Negombo Road,  , Wattala",31/08/2023 00:00,7135DSI008321,16848.42,9,16848.42
CD0130_NSF,Pamunugama Pharmacy,"32  , Bopitiya",31/08/2023 00:00,DSR30DSI008322,37261.8,9,37261.8
CD0062_NSF,Isuri Pharmacy,"Shopping Complex, Wattala.",31/08/2023 00:00,DSR30DSI008323,18630.9,9,18630.9
CD0449_NSF,Rashanthi Wijethunga Dr.,"No. 191, Muthuwaadiya Road, Raddolugama.",31/08/2023 00:00,DSR30DSI008324,68535.6,9,68535.6
CD0486_NSF,Royal Pharmacy Lanka (Pvt) Ltd.,"No.446,Chilaw Road,Negombo.",31/08/2023 00:00,DSR30DSI008325,224994.72,9,224994.72
CD0107_NSF,New Central Pharmacy,Negombo,31/08/2023 00:00,DSR30DSI008326,186309,9,186309
CD0189_NSF,Thalahena Pharmacy,"177 Pitipana Road,, Negombo",31/08/2023 00:00,DSR30DSI008327,13867.8,9,13867.8
CD0480_NSF,Thilana Pharmacy,"No. 50, Minuwangoda Road, Ekala, Ja-Ela.",31/08/2023 00:00,DSR30DSI008328,9412.2,9,9412.2
CD0133_NSF,Peoples Pharmacy  Grocery,Wattala,31/08/2023 00:00,DSR30DSI008329,186309,9,186309
CD0034_NSF,Dissanayake Dr.,"34 Circular Road, , Negombo",31/08/2023 00:00,DSR30DSI008330,26501.76,9,26501.76
CD0194_NSF,Unique Pharmacy,"103 Colombo Road,, Negombo",31/08/2023 00:00,DSR30DSI008331,186309,9,186309
CD0194_NSF,Unique Pharmacy,"103 Colombo Road,, Negombo",31/08/2023 00:00,DSR30DSI008332,115610,9,115610
CD0254_NSF,Sahana Pharmacy,"No.646,Tewatta Rd,Ragama",31/08/2023 00:00,DSR30DSI008333,3452.17,9,3452.17
CD0025_NSF,City Pharmacy,"21 TEWATTA ROAD,RAGAMA",31/08/2023 00:00,DSR30DSI008334,1509.4,9,1509.4
CD0130_NSF,Pamunugama Pharmacy,"32  , Bopitiya",31/08/2023 00:00,DSR30DSI008335,18023.5,9,18023.5
CD0083_NSF,Leesons Pharmacy,"33 TEWATTE ROAD,RAGAMA, RAGAMA",31/08/2023 00:00,DSR30DSI008336,3773.5,9,3773.5
CD0510_NSF,Sri Lak Pharmacy,"Kotugoda Road, Mukalangamuwa, Seeduwa.",31/08/2023 00:00,DSR30DSI008337,49938.08,9,49938.08
COLD15271_NSF,H.K. Pharmacy &  Grocery,"NO.100/A,PADIYATHALAWA ROAD,HUNUPITIYA,WATTALA.",31/08/2023 00:00,7135DSI008338,11817.3,9,11817.3
CD0020_NSF,Cash Customer - Colombo D,NEGOMBO,31/08/2023 00:00,7135DSI008339,1969.55,9,1969.55
CD0141_NSF,Ragama Pharmacy,"34 Tewatta Rd, , Ragama",31/08/2023 00:00,7135DSI008341,18590.1,9,18590.1
CD0402_NSF,Pamunugama Osu Sala,"No. 33, Housing Scheme, Raddolugama.",31/08/2023 00:00,7135DSI008342,14128.22,9,14128.22
CD0141_NSF,Ragama Pharmacy,"34 Tewatta Rd, , Ragama",31/08/2023 00:00,DSR30DSI008343,186309,9,186309
CD0080_NSF,Lanka Pharmacy,Negombo,31/08/2023 00:00,7135DSI008344,172298.53,9,172298.53
CD0052_NSF,Health  Glow Pharmacy,"223 Negombo Road,  , Wattala",31/08/2023 00:00,DSR30DSI008346,15652.2,9,15652.2
CD0336_NSF,Family Care Pharmacy  Groceries,"427C, Dalupitiya Road, Enderamulla, Wattala.",31/08/2023 00:00,DSR30DSI008347,4206.87,9,4206.87
CD0138_NSF,P.J. ENTERPRISES (PVT) Ltd.,"No.124,Main Street,Ja -ela",31/08/2023 00:00,DSR30DSI008349,131761.92,9,131761.92
CD0293_NSF,St. Joshep Pharmacy,Bopitiya.,31/08/2023 00:00,7135DSI008350,29169.8,9,28272.36
CD0130_NSF,Pamunugama Pharmacy,"32  , Bopitiya",31/08/2023 00:00,7135DSI008351,54865.2,9,54865.2
CD0130_NSF,Pamunugama Pharmacy,"32  , Bopitiya",31/08/2023 00:00,7135DSI008352,23634.6,9,23634.6
CD0080_NSF,Lanka Pharmacy,Negombo,31/08/2023 00:00,7135DSI008353,470159.3,9,470159.3
CD0140_NSF,Raddolugama Pharmacy,Raddolugama.,31/08/2023 00:00,7135DSI008354,26501.14,9,26501.14
CD0194_NSF,Unique Pharmacy,"103 Colombo Road,, Negombo",31/08/2023 00:00,7135DSI008355,658301.5,9,658301.5
CD0194_NSF,Unique Pharmacy,"103 Colombo Road,, Negombo",31/08/2023 00:00,DSR30DSI008356,15652.2,9,15652.2
CD0547_NSF,New St. Joseph Pharmacy,"No. 951, Amandoluwa, Seeduwa.",31/08/2023 00:00,DSR30DSI008357,259776.52,9,259776.52
CD0194_NSF,Unique Pharmacy,"103 Colombo Road,, Negombo",31/08/2023 00:00,DSR30DSI008358,401827,9,401827
COLD60257_NSF,St.Anthony's Pharmacy,"NO.236/C/4,BATAGAMA NORTH,JA-ELA.",31/08/2023 00:00,DSR30DSI008359,39892.31,9,39892.31
COLD14611_NSF,Sasithma Pharmacy & Grocery,"NO.197B1,WELIGAMPITIYA ROAD,ENDIMINNA,JA-ELA.",31/08/2023 00:00,DSR30DSI008360,7507.11,9,7507.11
CD0216_NSF,C  D Pharmacy,"1753, Suraweera Mawatha,Walpola,",31/08/2023 00:00,DSR30DSI008361,25447.54,9,6816.64
CD0149_NSF,Roswila Pharmacy,Wattala,31/08/2023 00:00,7135DSI008363,24779.29,9,23341.87
CD0149_NSF,Roswila Pharmacy,Wattala,31/08/2023 00:00,DSR30DSI008364,26669.28,9,26669.28
CD0549_NSF,Lakshan Chemist,"No. 6911, Negombo Road, Mabole, Wattala.",31/08/2023 00:00,7135DSI008365,3020.49,9,3020.49
CD0460_NSF,Darshana Pharmacy,"No. 03, Goods Shed Road, Ja-ela.",31/08/2023 00:00,DSR30DSI008366,50675.88,9,50675.88
CD0081_NSF,Laxsri Pharmacy,Katunayake,31/08/2023 00:00,7135DSI008367,6119.44,9,6119.44
MORIGAMP030599_NSF,Vision Pharmacy,"NO.185,COLOMBO ROAD,JA-ELA.",31/08/2023 00:00,DSR30DSI008370,37944.48,9,37944.48
CD0293_NSF,St. Joshep Pharmacy,Bopitiya.,31/08/2023 00:00,DSR30DSI008371,30460.8,9,30460.8
COLD58790_NSF,Kandawala Medical Centre,"NO.398/24,MIRIGAMA ROAD,KANDAWALA.",31/08/2023 00:00,7135DSI008372,7878.2,9,7878.2
CD0119_NSF,Nirmalanaka Pharmacy,Ja-Ela,31/08/2023 00:00,7135DSI008373,21463.23,9,21463.23
CD0020_NSF,Cash Customer - Colombo D,NEGOMBO,31/08/2023 00:00,7135DSI008374,6015.27,9,6015.27
CD0080_NSF,Lanka Pharmacy,Negombo,31/08/2023 00:00,DSR30DSI008375,401417.34,9,401417.34
CD0130_NSF,Pamunugama Pharmacy,"32  , Bopitiya",31/08/2023 00:00,DSR30DSI008376,29019.24,9,29019.24
CD0402_NSF,Pamunugama Osu Sala,"No. 33, Housing Scheme, Raddolugama.",31/08/2023 00:00,DSR30DSI008377,17239.15,9,17239.15
CD0402_NSF,Pamunugama Osu Sala,"No. 33, Housing Scheme, Raddolugama.",31/08/2023 00:00,DSR30DSI008378,37261.8,9,37261.8
CD0294_NSF,Bopitiya Pharmacy,"No. 26, Bopitiya Junction, Bopitiya.",31/08/2023 00:00,DSR30DSI008379,19936.98,9,13702.2
CD0083_NSF,Leesons Pharmacy,"33 TEWATTE ROAD,RAGAMA, RAGAMA",31/08/2023 00:00,7135DSI008380,516814.3,9,516814.3
CD0141_NSF,Ragama Pharmacy,"34 Tewatta Rd, , Ragama",31/08/2023 00:00,7135DSI008381,6442.11,9,6442.11
CD0138_NSF,P.J. ENTERPRISES (PVT) Ltd.,"No.124,Main Street,Ja -ela",31/08/2023 00:00,7135DSI008382,274861.45,9,274861.45
CD0138_NSF,P.J. ENTERPRISES (PVT) Ltd.,"No.124,Main Street,Ja -ela",31/08/2023 00:00,7135DSI008383,34584.8,9,34584.8
CD0080_NSF,Lanka Pharmacy,Negombo,31/08/2023 00:00,DSR30DSI008384,486064.6,9,486064.6
CD0083_NSF,Leesons Pharmacy,"33 TEWATTE ROAD,RAGAMA, RAGAMA",31/08/2023 00:00,DSR30DSI008385,402744.9,9,402744.9
CD0141_NSF,Ragama Pharmacy,"34 Tewatta Rd, , Ragama",31/08/2023 00:00,DSR30DSI008386,417529,9,417529
CD0133_NSF,Peoples Pharmacy  Grocery,Wattala,31/08/2023 00:00,DSR30DSI008387,417529,9,417529
CD0133_NSF,Peoples Pharmacy  Grocery,Wattala,31/08/2023 00:00,DSR30DSI008388,524207.7,9,524207.7
CD0293_NSF,St. Joshep Pharmacy,Bopitiya.,31/08/2023 00:00,7135DSI008389,2085.44,9,2085.44
CD0130_NSF,Pamunugama Pharmacy,"32  , Bopitiya",31/08/2023 00:00,7135DSI008390,2994.78,9,2994.78
CD0080_NSF,Lanka Pharmacy,Negombo,31/08/2023 00:00,7135DSI008391,48261,9,48261
CD0082_NSF,Leesons Hospital,"33 Tewatte Road,Ragama, Ragama",31/08/2023 00:00,7135DSI008393,354350,9,354350
CD0263_NSF,Dissanayaka N.M.Dr.,"Main Street,Wattala",31/08/2023 00:00,7135DSI008394,39391,9,39391
CD0088_NSF,Mahajana Osu Sala,Negombo,31/08/2023 00:00,DSR30DSI008395,43704.96,9,43704.96
CD0396_NSF,Hansi Pharmacy,"No. 440, Negombo Road, Kapuwatta, Ja-Ela.",31/08/2023 00:00,7135DSI008396,7878.2,9,7878.2
CD0476_NSF,Dagonna Pharmacy  Mini Mart,"11421, Nalaka Watta, Walpola Road, Kimbulapitiya, Negombo.",31/08/2023 00:00,DSR30DSI008397,169642.38,9,169642.38
CD0194_NSF,Unique Pharmacy,"103 Colombo Road,, Negombo",31/08/2023 00:00,DSR30DSI008400,52080,9,52080
CD0194_NSF,Unique Pharmacy,"103 Colombo Road,, Negombo",31/08/2023 00:00,DSR30DSI008401,107610.24,9,107610.24
COLD60776_NSF,C & S Pharmacy,"NO.516/A/S/,1,DANDUGAMA,DANDUGAMA,JA-ELA.",31/08/2023 00:00,DSR30DSI008402,12408.73,9,12408.73
CD0194_NSF,Unique Pharmacy,"103 Colombo Road,, Negombo",4/9/2023 0:00,DSR30DSI008404,13867.8,5,13867.8
CD0227_NSF,Malithi Pharmacy,"No.186,Rukaththana Handiya,",4/9/2023 0:00,7135DSI008405,11817.3,5,11817.3
CD0055_NSF,Healthline Pharmacy,Kandana,4/9/2023 0:00,DSR30DSI008407,106582.7,5,61334.8
CD0080_NSF,Lanka Pharmacy,Negombo,4/9/2023 0:00,DSR30DSI008408,48791.3,5,48791.3
COLD14197_NSF,Arogya Pharmacy and Grocery,"NO.29/1,MAKEVITA JUNCTION,MAKEVITA,JA-ELA.",5/9/2023 0:00,7135DSI008409,18398.46,4,18398.46
CD0104_NSF,Nawa Osusala,Ja-Ela,5/9/2023 0:00,7135DSI008410,16759.98,4,16759.98
COLD60257_NSF,St.Anthony's Pharmacy,"NO.236/C/4,BATAGAMA NORTH,JA-ELA.",5/9/2023 0:00,7135DSI008411,18012.4,4,18012.4
CD0183_NSF,Suranga Pharmacy,Katana,5/9/2023 0:00,7135DSI008412,14692.14,4,14692.14
CD0402_NSF,Pamunugama Osu Sala,"No. 33, Housing Scheme, Raddolugama.",5/9/2023 0:00,7135DSI008413,9652.2,4,9652.2
CD0492_NSF,Radiant Eye Hospital,"Negombo Road, Seeduwa.",5/9/2023 0:00,7135DSI008414,6434.8,4,6434.8
COLD14611_NSF,Sasithma Pharmacy & Grocery,"NO.197B1,WELIGAMPITIYA ROAD,ENDIMINNA,JA-ELA.",5/9/2023 0:00,7135DSI008415,44243.29,4,44243.29
COLD60347_NSF,Sanaska Pharmacy & Grocery,"NO.194/C/24,KATANA WATTA,KATANA.",5/9/2023 0:00,7135DSI008416,21879.76,4,21879.76
CD0053_NSF,Health Care Medicla,"38 Galakanda Junction,  , Negombo",5/9/2023 0:00,7135DSI008417,1993.04,4,1993.04
CD0099_NSF,Milan Pharmacy,Wattala,5/9/2023 0:00,DSR30DSI008418,7791.4,4,7791.4
CD0057_NSF,Hendala Pharmacy,Wattala,5/9/2023 0:00,7135DSI008419,13288.6,4,13288.6
CD0016_NSF,Ave Maria Pharmacy,Negombo,5/9/2023 0:00,7135DSI008420,18182.6,4,18182.6
COLD15205_NSF,JAYAMAHA SUPER,"NO.215,YAKAKANDA,HENDALA ROAD,HENDALA.",5/9/2023 0:00,7135DSI008421,36231.72,4,36231.72
CD0426_NSF,Jayasri Pharmacy,"No. 138 A, Peralanda, Ragama.",5/9/2023 0:00,7135DSI008422,5908.65,4,5908.65
CD0194_NSF,Unique Pharmacy,"103 Colombo Road,, Negombo",5/9/2023 0:00,7135DSI008423,37980.75,4,37980.75
CD0057_NSF,Hendala Pharmacy,Wattala,5/9/2023 0:00,DSR30DSI008424,3517.09,4,3517.09
CD0228_NSF,Shanthi Pharmacy,"No. 03, St. Nicholas Road, Munnakkara,",5/9/2023 0:00,DSR30DSI008425,15094.25,4,15094.25
CD0053_NSF,Health Care Medicla,"38 Galakanda Junction,  , Negombo",5/9/2023 0:00,DSR30DSI008426,18630.9,4,18630.9
CD0426_NSF,Jayasri Pharmacy,"No. 138 A, Peralanda, Ragama.",5/9/2023 0:00,DSR30DSI008427,7544.4,4,7544.4
CD0073_NSF,Kapuwatha Pharmacy,Ja-Ela,5/9/2023 0:00,DSR30DSI008428,9238.65,4,9238.65
CD0053_NSF,Health Care Medicla,"38 Galakanda Junction,  , Negombo",5/9/2023 0:00,DSR30DSI008429,12793.08,4,12793.08
CD0140_NSF,Raddolugama Pharmacy,Raddolugama.,5/9/2023 0:00,DSR30DSI008430,18630.9,4,18630.9
CD0020_NSF,Cash Customer - Colombo D,NEGOMBO,5/9/2023 0:00,7135DSI008431,393.91,4,393.91
CD0547_NSF,New St. Joseph Pharmacy,"No. 951, Amandoluwa, Seeduwa.",5/9/2023 0:00,7135DSI008432,156012.51,4,114399.15
CD0081_NSF,Laxsri Pharmacy,Katunayake,6/9/2023 0:00,7135DSI008433,19197.28,3,19197.28
COLD60347_NSF,Sanaska Pharmacy & Grocery,"NO.194/C/24,KATANA WATTA,KATANA.",6/9/2023 0:00,7135DSI008434,6916.96,3,6916.96
COLD57795_NSF,Link Pharma & Medi,"NO.91/A,NICHOLOS MARCUS MW,KADOLKALLE,NEGOMBO.",6/9/2023 0:00,7135DSI008435,4782.04,3,4782.04
CD0024_NSF,City Pharmacy,"62 St. Merish Road, , Ja-Ela",6/9/2023 0:00,7135DSI008436,12997.4,3,12997.4
COLD14487_NSF,Mithsara Pharmacy,"NO.110A,STATION ROAD,KANDANA.",6/9/2023 0:00,7135DSI008437,7878.2,3,7878.2
CD0062_NSF,Isuri Pharmacy,"Shopping Complex, Wattala.",6/9/2023 0:00,7135DSI008438,28367.27,3,28367.27
COLD14710_NSF,S. S. Pharmacy - Katunayake,"NO.478,COLOMBO ROAD,KATUNAYAKE.",6/9/2023 0:00,7135DSI008439,15463.67,3,15463.67
CD0105_NSF,Negombo Food  Drugs,"49 Mirigama Road, , Negombo",6/9/2023 0:00,DSR30DSI008440,10446.21,3,10446.21
CD0052_NSF,Health  Glow Pharmacy,"223 Negombo Road,  , Wattala",6/9/2023 0:00,DSR30DSI008441,40461.18,3,40461.18
CD0254_NSF,Sahana Pharmacy,"No.646,Tewatta Rd,Ragama",6/9/2023 0:00,DSR30DSI008442,16648.07,3,16648.07
COLD57795_NSF,Link Pharma & Medi,"NO.91/A,NICHOLOS MARCUS MW,KADOLKALLE,NEGOMBO.",6/9/2023 0:00,DSR30DSI008443,37670.18,3,37670.18
CD0549_NSF,Lakshan Chemist,"No. 6911, Negombo Road, Mabole, Wattala.",6/9/2023 0:00,DSR30DSI008444,3576.06,3,3576.06
CD0286_NSF,Jayakodi Super Market,"No.75,Jayantha Rd,Negombo.",6/9/2023 0:00,DSR30DSI008445,11723.29,3,2462.39
CD0133_NSF,Peoples Pharmacy  Grocery,Wattala,6/9/2023 0:00,7135DSI008446,28379.43,3,28379.43
CD0133_NSF,Peoples Pharmacy  Grocery,Wattala,6/9/2023 0:00,DSR30DSI008447,7826.1,3,7826.1
CD0240_NSF,Hiru Pharmacy,"Daman Handiya,",6/9/2023 0:00,7135DSI008448,70903.8,3,70903.8
CD0240_NSF,Hiru Pharmacy,"Daman Handiya,",6/9/2023 0:00,DSR30DSI008449,89893.48,3,89893.48
CD0481_NSF,Reliance Pharmacy,"No. 213, Colombo Road, Negombo.",6/9/2023 0:00,DSR30DSI008450,29737.13,3,29737.13
CD0481_NSF,Reliance Pharmacy,"No. 213, Colombo Road, Negombo.",6/9/2023 0:00,7135DSI008451,60230.6,3,60230.6
CD0016_NSF,Ave Maria Pharmacy,Negombo,6/9/2023 0:00,7135DSI008452,3042.95,3,3042.95
CD0258_NSF,Rilaulla Pharmacy,"No.186,Colombo Rd,Kandana.",6/9/2023 0:00,7135DSI008453,214466.92,3,214466.92
CD0044_NSF,Gimshani Pharmacy,Kandana,6/9/2023 0:00,7135DSI008456,11817.3,3,11817.3
CD0080_NSF,Lanka Pharmacy,Negombo,6/9/2023 0:00,7135DSI008457,141807.6,3,141807.6
CD0057_NSF,Hendala Pharmacy,Wattala,6/9/2023 0:00,DSR30DSI008458,7561.11,3,7561.11
CD0163_NSF,Sethma Pharmacy,Kandana,6/9/2023 0:00,DSR30DSI008459,43441.02,3,43441.02
CD0256_NSF,X  Lab Pharmacy,"Colombo Road,Negombo",6/9/2023 0:00,DSR30DSI008460,16057.79,3,16057.79
CD0194_NSF,Unique Pharmacy,"103 Colombo Road,, Negombo",6/9/2023 0:00,DSR30DSI008461,49561.53,3,49561.53
CD0167_NSF,Silveray Pharmacy,Negombo,6/9/2023 0:00,DSR30DSI008462,41365.58,3,41365.58
CD0499_NSF,Shris Lanka Pharmacy,"No. 26, Dammaloka Mawatha, Averiwatta, Katunayake, Seeduwa.",6/9/2023 0:00,7135DSI008463,17907.35,3,17907.35
CD0459_NSF,Danya Pharmacy,"No. 27, MInuwangoda Road, Bolawalana, Negombo.",6/9/2023 0:00,DSR30DSI008464,12103.49,3,12103.49
CD0018_NSF,Better Health Pharmacy,"258 Badalgama,, Negombo",6/9/2023 0:00,7135DSI008466,47269.2,3,47269.2
COLD15196_NSF,Nirodya Pharmacy & Grocery,"NO.182/B MAHABAGE ROAD,RAGAMA.",6/9/2023 0:00,7135DSI008467,17970.4,3,17970.4
CD0080_NSF,Lanka Pharmacy,Negombo,6/9/2023 0:00,7135DSI008468,192132,3,192132
CD0228_NSF,Shanthi Pharmacy,"No. 03, St. Nicholas Road, Munnakkara,",6/9/2023 0:00,DSR30DSI008469,28529.94,3,28529.94
CD0561_NSF,Union Pharmacy,"No.158, Main Street, Negombo.",6/9/2023 0:00,DSR30DSI008471,31670.27,3,31670.27
CD0052_NSF,Health  Glow Pharmacy,"223 Negombo Road,  , Wattala",6/9/2023 0:00,7135DSI008472,38992.2,3,38992.2
CD0256_NSF,X  Lab Pharmacy,"Colombo Road,Negombo",6/9/2023 0:00,DSR30DSI008473,2741.03,3,2741.03
CD0437_NSF,Amman Medicals,"297, Negombo Road, Peliyagoda.",6/9/2023 0:00,7135DSI008474,11817.3,3,11817.3
CD0111_NSF,New Pharmacy,Wattala,6/9/2023 0:00,7135DSI008475,64695.44,3,64695.44
CD0151_NSF,S  G Medicals,Negombo,6/9/2023 0:00,DSR30DSI008476,10878.47,3,10878.47
CD0293_NSF,St. Joshep Pharmacy,Bopitiya.,7/9/2023 0:00,7135DSI008477,19185.95,2,19185.95
COLD14197_NSF,Arogya Pharmacy and Grocery,"NO.29/1,MAKEVITA JUNCTION,MAKEVITA,JA-ELA.",7/9/2023 0:00,DSR30DSI008478,7401.8,2,7401.8
CD0498_NSF,Isura Pharmacy  Grocery,"No, 137165, Silvesiene Park, Kandawala, Katana.",7/9/2023 0:00,DSR30DSI008479,7888.68,2,7888.68
CD0525_NSF,Health  Glow Pharmacy - 2,"No. 272B, Dippitigoda Road, Hunupitiya, Wattala.",7/9/2023 0:00,7135DSI008480,11817.3,2,4375.78
CD0163_NSF,Sethma Pharmacy,Kandana,7/9/2023 0:00,DSR30DSI008481,28158.5,2,28158.5
CD0163_NSF,Sethma Pharmacy,Kandana,7/9/2023 0:00,DSR30DSI008482,52330.8,2,52330.8
CD0052_NSF,Health  Glow Pharmacy,"223 Negombo Road,  , Wattala",7/9/2023 0:00,7135DSI008483,95309.17,2,95309.17
CD0450_NSF,Royal Pharmacy,"321B, Chilaw Road, Periyamulla, Negombo.",7/9/2023 0:00,DSR30DSI008485,11687.1,2,11687.1
CD0149_NSF,Roswila Pharmacy,Wattala,7/9/2023 0:00,DSR30DSI008487,5843.55,2,5843.55
CD0568_NSF,Healing Pharmacy,"No.461A,Chilaw Road,Dalupotha,Negombo.",7/9/2023 0:00,DSR30DSI008488,75112,2,75112
CD0141_NSF,Ragama Pharmacy,"34 Tewatta Rd, , Ragama",7/9/2023 0:00,7135DSI008489,7117.4,2,7117.4
CD0510_NSF,Sri Lak Pharmacy,"Kotugoda Road, Mukalangamuwa, Seeduwa.",7/9/2023 0:00,7135DSI008490,61456.36,2,61456.36
CD0141_NSF,Ragama Pharmacy,"34 Tewatta Rd, , Ragama",7/9/2023 0:00,7135DSI008491,72026.96,2,69180
CD0141_NSF,Ragama Pharmacy,"34 Tewatta Rd, , Ragama",7/9/2023 0:00,DSR30DSI008492,40218.56,2,40218.56
COLD15196_NSF,Nirodya Pharmacy & Grocery,"NO.182/B MAHABAGE ROAD,RAGAMA.",7/9/2023 0:00,DSR30DSI008493,12208.09,2,12208.09
CD0194_NSF,Unique Pharmacy,"103 Colombo Road,, Negombo",7/9/2023 0:00,7135DSI008494,45644.25,2,45644.25
CD0539_NSF,Thenuka Pharmacy,"No. 306, Kimbulapitiya Road, Akkarapanaha, Negombo.",7/9/2023 0:00,DSR30DSI008495,53069.91,2,53069.91
CD0173_NSF,St. Jude Pharmacy,Ja-Ela,7/9/2023 0:00,7135DSI008496,25309.52,2,25309.52
CD0176_NSF,St. Marrys Pharmacy - KA,Katunayake,7/9/2023 0:00,DSR30DSI008497,23733.95,2,23733.95
CD0176_NSF,St. Marrys Pharmacy - KA,Katunayake,7/9/2023 0:00,7135DSI008498,11817.3,2,11817.3
COLD60259_NSF,Himaya Pharmacy,"NO.244,DIVULAPITIYA ROAD,DEMANHANDIYA.",7/9/2023 0:00,7135DSI008499,5908.65,2,5908.65
CD0455_NSF,Suwasala Pharmacy,"No. 1892, Galagoda Watta, Aluthwatta, Kimbulapitiya Road, Negombo.",7/9/2023 0:00,7135DSI008500,23634.6,2,23634.6
CD0256_NSF,X  Lab Pharmacy,"Colombo Road,Negombo",7/9/2023 0:00,7135DSI008501,11559,2,11559
CD0508_NSF,St. Joseph Pharmacy  Grocery,"No. 128D, Minuwangoda Road, Ja-Ela.",7/9/2023 0:00,7135DSI008502,42331.22,2,42331.22
COLD14197_NSF,Arogya Pharmacy and Grocery,"NO.29/1,MAKEVITA JUNCTION,MAKEVITA,JA-ELA.",7/9/2023 0:00,7135DSI008503,12939.07,2,12939.07
CD0402_NSF,Pamunugama Osu Sala,"No. 33, Housing Scheme, Raddolugama.",7/9/2023 0:00,7135DSI008504,68959.38,2,68959.38
CD0176_NSF,St. Marrys Pharmacy - KA,Katunayake,7/9/2023 0:00,DSR30DSI008505,3182.6,2,3182.6
CD0163_NSF,Sethma Pharmacy,Kandana,7/9/2023 0:00,DSR30DSI008506,71992.6,2,71992.6
CD0020_NSF,Cash Customer - Colombo D,NEGOMBO,7/9/2023 0:00,7135DSI008507,3020.49,2,3020.49
CD0107_NSF,New Central Pharmacy,Negombo,7/9/2023 0:00,DSR30DSI008508,15692.4,2,15692.4
CD0111_NSF,New Pharmacy,Wattala,7/9/2023 0:00,DSR30DSI008509,77544.92,2,77544.92
CD0481_NSF,Reliance Pharmacy,"No. 213, Colombo Road, Negombo.",7/9/2023 0:00,DSR30DSI008510,58491.78,2,58491.78
CD0528_NSF,Orient Pharmacy,"No. 410, Chilaw Road, Negombo.",7/9/2023 0:00,DSR30DSI008511,49628.59,2,49628.59
CD0460_NSF,Darshana Pharmacy,"No. 03, Goods Shed Road, Ja-ela.",7/9/2023 0:00,7135DSI008512,79246.96,2,79246.96
CD0105_NSF,Negombo Food  Drugs,"49 Mirigama Road, , Negombo",7/9/2023 0:00,7135DSI008514,11817.3,2,11817.3
COLD13777_NSF,Royal Pharmacy - Kanda,"NO.04,PUBLIC MARKET,KANDANA.",7/9/2023 0:00,DSR30DSI008515,54699.93,2,54699.93
CD0044_NSF,Gimshani Pharmacy,Kandana,7/9/2023 0:00,DSR30DSI008516,10791.96,2,10791.96
CD0145_NSF,Reliable Pharmacy,"505 Negombo Road,, Ragama",7/9/2023 0:00,7135DSI008517,50625.32,2,50625.32
CD0348_NSF,Golden Chemist,"269, Negombo Road, Nagoda Junction, Welisara, Ragama.",7/9/2023 0:00,7135DSI008518,38234.96,2,38234.96
CD0141_NSF,Ragama Pharmacy,"34 Tewatta Rd, , Ragama",7/9/2023 0:00,DSR30DSI008519,47137.46,2,47137.46
CD0062_NSF,Isuri Pharmacy,"Shopping Complex, Wattala.",7/9/2023 0:00,DSR30DSI008520,23876.77,2,23876.77
CD0182_NSF,Supreem Pharmacy,Negombo,7/9/2023 0:00,DSR30DSI008521,286539.36,2,286539.36
CD0128_NSF,Osu Sala Wattala,Wattala,8/9/2023 0:00,DSR30DSI008522,62669.03,1,62669.03
CD0269_NSF,Subhani Pharmacy,"No.244,Divulapitiya Rd,Demanhandiya",8/9/2023 0:00,7135DSI008523,10304.18,1,10304.18
COLD57875_NSF,Guardian Dugs(Private)Limited,"NO.119/ A,AVERIWETTA ROAD,WATTALA.",8/9/2023 0:00,7135DSI008524,23634.6,1,23634.6
CD0365_NSF,Seeduwa Osusala,"No.18,Kotugoda Road,Seeduwa",8/9/2023 0:00,DSR30DSI008525,19352.4,1,19352.4
COLD14555_NSF,Nawa Lanka Pharmacy,"NO.194/A,COLOMBO ROAD,NEGOMBO.",8/9/2023 0:00,DSR30DSI008526,33325.01,1,33325.01
COLD57834_NSF,Aura Healtcare(Pvt)Ltd,"NO.438B,SEEDUWA VILLAGE ROAD,SEEDUWA.",8/9/2023 0:00,7135DSI008527,4589.02,1,4589.02
CD0508_NSF,St. Joseph Pharmacy  Grocery,"No. 128D, Minuwangoda Road, Ja-Ela.",8/9/2023 0:00,7135DSI008528,6040.98,1,6040.98
CD0025_NSF,City Pharmacy,"21 TEWATTA ROAD,RAGAMA",8/9/2023 0:00,7135DSI008529,11817.3,1,11817.3
CD0549_NSF,Lakshan Chemist,"No. 6911, Negombo Road, Mabole, Wattala.",8/9/2023 0:00,DSR30DSI008531,17767.9,1,17767.9
HO0268_NSF,New SriLak Pharmacy,"No.42/A,Hekiththa,Wattala.",8/9/2023 0:00,DSR30DSI008532,25932.81,1,25932.81
CD0141_NSF,Ragama Pharmacy,"34 Tewatta Rd, , Ragama",8/9/2023 0:00,7135DSI008533,20684.02,1,20684.02
COLD15133_NSF,Well Care Pharmacy,"NO.3/1,B,DISAGEWATTA,KATANA.",8/9/2023 0:00,DSR30DSI008534,12587.8,1,12587.8
COLD15133_NSF,Well Care Pharmacy,"NO.3/1,B,DISAGEWATTA,KATANA.",8/9/2023 0:00,7135DSI008535,4589.02,1,4589.02
